"","Renovate1","EatIn1","FeeNo","Prewar1","Dining1","Dishwasher1","Marble1","HighCeiling1","Hardwood1","Deck1","Elevator1","LaundryNone","Cat1"
"59932",1,1,0,1,0,0,0,0,1,0,0,1,1
"59933",0,0,0,0,0,0,1,1,1,1,1,0,0
"59934",0,0,1,1,0,1,0,0,1,1,1,0,1
"59936",0,0,1,0,0,0,0,0,0,0,1,1,1
"59937",1,1,1,0,1,1,1,0,1,1,1,0,0
"59939",0,0,0,0,0,0,0,0,0,0,1,0,1
"59941",0,1,0,0,0,0,0,0,1,0,1,1,0
"59943",0,1,1,0,1,1,1,1,1,1,1,0,0
"59946",0,1,0,0,0,0,1,0,0,0,0,1,1
"59947",0,0,0,0,0,0,0,0,1,0,0,1,1
"59950",0,1,0,0,0,1,0,0,1,0,1,0,0
"59953",1,1,1,1,0,1,1,1,1,0,1,0,0
"59954",0,1,0,0,0,0,0,1,1,0,0,1,0
"59957",1,1,1,1,0,1,0,0,1,0,0,0,0
"59962",1,1,0,1,1,0,0,1,0,0,0,1,1
"59964",1,1,0,0,0,0,0,1,1,1,1,0,0
"59966",1,0,1,0,0,0,1,1,1,0,1,0,0
"59967",0,0,0,0,0,0,0,0,0,0,1,1,1
"59969",1,1,1,0,1,1,1,0,1,1,1,0,1
"59977",0,1,1,0,0,1,0,0,1,1,1,0,0
"59979",0,0,1,0,0,1,0,0,1,0,1,0,0
"59980",0,0,0,1,0,0,0,0,1,0,0,0,0
"59982",0,0,0,0,0,0,0,0,0,0,0,1,1
"59985",0,1,1,0,0,1,0,0,1,0,0,1,0
"59986",1,1,1,1,0,0,0,0,0,0,0,1,1
"59987",1,0,0,1,0,1,0,0,1,0,1,0,1
"59989",1,1,0,0,0,0,1,0,1,0,0,1,0
"59991",0,0,0,0,0,0,0,0,1,0,0,1,1
"59994",0,1,0,0,0,0,0,0,0,0,1,0,1
"59995",1,1,0,0,0,0,0,0,0,0,0,1,1
"59996",0,1,0,1,0,0,0,0,1,0,1,0,1
"59998",1,0,0,0,1,1,1,0,1,0,0,0,0
"59999",1,1,0,0,0,0,0,1,1,0,1,1,0
"60000",0,1,1,0,0,0,0,0,0,1,0,1,1
"60001",1,0,1,0,0,0,0,1,1,0,1,0,0
"60007",0,1,0,0,0,0,0,1,1,1,0,1,0
"60011",0,1,0,0,1,0,0,0,1,0,0,1,0
"60014",0,0,0,0,0,0,0,0,0,0,1,1,0
"60017",0,0,0,1,0,0,0,0,0,0,0,1,0
"60020",0,0,0,0,0,1,0,0,1,0,1,1,0
"60024",0,0,0,0,1,0,1,0,0,1,1,0,1
"60031",0,1,0,0,0,1,0,0,1,0,1,1,0
"60032",1,1,0,0,1,1,0,0,1,0,0,1,0
"60035",0,0,1,0,0,1,0,0,1,0,1,0,0
"60038",0,0,0,0,0,0,0,0,0,0,0,1,0
"60039",0,0,0,0,0,0,0,0,0,0,0,1,0
"60041",0,0,1,1,0,0,0,0,0,0,0,1,0
"60044",0,1,0,0,0,0,1,0,0,1,1,0,1
"60045",0,0,0,0,1,0,0,0,0,0,0,1,0
"60046",0,0,0,0,0,0,0,0,0,0,0,1,0
"60047",0,1,1,0,0,1,0,0,1,0,1,1,1
"60048",0,0,0,0,1,0,1,0,1,1,1,0,1
"60054",0,0,1,0,1,1,0,0,1,0,1,0,1
"60055",0,0,0,0,0,0,0,0,0,0,1,0,1
"60060",1,0,0,0,0,1,0,0,1,0,1,0,0
"60062",0,0,0,1,0,0,0,0,1,0,0,0,0
"60066",1,1,1,1,0,1,0,0,1,0,1,1,1
"60068",1,0,0,1,1,1,0,0,1,0,0,1,1
"60069",0,1,0,0,0,0,1,0,0,0,0,0,0
"60070",0,0,0,0,0,0,0,0,0,0,0,1,1
"60071",0,0,1,0,0,1,0,0,1,1,1,0,0
"60072",1,0,1,0,0,1,0,1,1,0,1,0,0
"60076",1,0,1,0,0,0,0,0,1,1,1,0,0
"60077",0,0,0,0,1,1,0,0,1,0,1,0,0
"60080",1,1,1,1,1,1,0,0,1,0,1,0,0
"60081",0,1,0,0,0,0,0,0,0,0,0,1,0
"60087",0,0,0,0,0,0,0,0,0,0,0,1,1
"60088",0,1,0,0,1,1,0,1,1,0,0,1,1
"60091",1,0,0,1,0,1,0,0,1,0,1,0,0
"60094",1,0,0,0,0,0,0,0,0,0,1,0,0
"60095",0,1,0,0,1,0,1,0,1,0,1,0,1
"60098",0,1,0,0,1,1,0,0,0,1,1,0,1
"60101",0,0,0,0,0,1,0,0,1,0,0,1,0
"60102",0,0,0,0,0,0,0,0,0,0,0,1,0
"60107",1,1,1,0,0,1,0,0,1,0,0,0,0
"60109",0,0,0,0,1,1,0,0,1,0,0,1,0
"60111",0,1,1,0,1,1,0,0,1,0,1,0,1
"60116",1,0,1,0,1,1,0,0,1,1,1,0,0
"60117",0,1,0,0,0,0,0,0,1,0,0,1,0
"60121",0,1,1,0,1,1,0,0,1,1,1,0,1
"60123",1,1,0,0,0,1,1,0,1,1,1,1,1
"60124",1,0,0,1,0,0,1,1,0,0,0,1,1
"60126",1,1,0,0,0,1,0,0,1,0,1,0,0
"60127",0,1,0,0,0,1,0,0,1,0,1,0,0
"60129",1,1,1,0,0,0,0,0,0,0,0,1,0
"60130",0,0,1,0,0,1,0,0,1,0,1,0,0
"60131",0,0,0,0,0,0,0,0,1,0,0,1,0
"60132",0,1,0,0,0,1,0,0,1,0,1,0,1
"60133",1,1,0,0,1,0,0,0,0,1,1,0,0
"60136",0,1,1,0,0,1,0,0,1,0,0,1,0
"60139",0,0,1,0,0,0,0,0,0,0,1,0,0
"60140",0,1,0,1,0,0,0,0,0,0,0,0,0
"60142",0,0,1,0,0,0,0,0,1,0,0,0,0
"60143",0,0,0,0,0,0,0,0,1,0,0,1,0
"60144",1,0,0,0,0,0,0,0,0,0,1,1,1
"60145",0,0,1,0,1,1,0,0,1,0,1,1,0
"60147",0,0,0,0,0,1,0,0,1,0,1,0,0
"60149",0,1,1,1,1,1,0,1,1,0,1,0,0
"60151",1,0,0,1,1,0,0,0,1,0,1,1,0
"60155",1,1,1,0,0,1,0,0,0,0,1,0,0
"60158",0,1,1,0,1,1,0,0,1,0,1,0,1
"60160",0,0,0,0,0,0,0,1,1,0,1,0,0
"60163",1,0,0,0,0,1,0,0,1,0,1,0,0
"60165",0,0,0,1,1,1,0,0,1,0,0,1,0
"60166",0,0,0,0,0,1,0,0,1,0,1,0,1
"60167",1,1,1,0,0,1,1,0,1,1,1,0,1
"60177",1,1,1,0,0,1,0,0,1,0,1,0,0
"60183",0,1,0,0,0,1,0,0,1,1,1,0,0
"60184",1,1,1,0,0,1,0,1,1,1,1,0,0
"60185",0,1,1,0,1,1,0,0,1,1,1,0,1
"60186",0,1,0,0,0,0,0,0,1,0,1,0,1
"60187",1,1,0,1,0,0,0,1,1,0,1,0,1
"60188",0,0,0,0,0,0,0,0,0,0,1,1,0
"60192",1,0,0,0,0,0,0,0,0,0,0,1,0
"60194",1,1,1,0,0,1,1,0,1,0,1,1,0
"60198",0,1,0,1,1,1,1,0,1,0,1,0,1
"60200",1,1,0,1,0,0,0,0,1,0,1,0,1
"60202",0,0,0,1,0,0,0,0,0,0,1,1,0
"60203",0,0,0,0,0,0,0,0,1,0,1,1,1
"60204",0,1,1,0,1,1,1,0,1,1,1,0,1
"60207",0,1,1,1,0,1,1,0,1,1,1,0,0
"60210",1,1,1,0,0,1,0,0,1,0,1,0,0
"60215",0,1,0,0,0,0,0,0,0,0,0,1,0
"60217",0,0,0,1,0,0,0,0,0,0,0,1,0
"60227",0,0,0,1,0,0,0,1,1,0,0,0,1
"60234",0,1,0,0,1,1,0,1,1,1,1,0,0
"60235",1,1,1,0,0,1,1,0,1,0,0,1,0
"60236",1,1,0,0,1,1,0,0,1,1,1,0,1
"60237",1,1,1,1,1,1,1,0,1,1,1,1,0
"60240",0,1,0,0,0,0,1,0,1,0,0,1,1
"60242",0,1,0,1,0,0,0,0,1,0,0,1,1
"60243",0,1,1,0,0,0,0,1,0,1,1,0,1
"60244",0,0,1,0,0,0,0,0,1,0,0,1,0
"60245",0,1,1,1,0,1,1,0,1,0,1,0,1
"60250",0,1,0,0,1,0,1,0,0,0,1,1,1
"60251",0,0,0,1,0,0,0,0,0,0,0,1,1
"60254",0,1,1,1,1,1,0,0,1,1,1,0,1
"60255",0,1,0,0,0,1,0,0,0,0,1,0,0
"60256",0,0,0,0,0,1,0,0,1,1,1,1,1
"60257",0,0,1,0,1,1,0,0,1,1,1,0,1
"60258",0,0,0,0,0,0,0,0,0,0,1,0,1
"60260",0,0,0,1,0,0,0,0,1,0,0,1,0
"60262",0,1,1,0,0,1,1,0,1,1,0,0,0
"60263",0,1,0,0,0,1,0,0,1,0,1,0,1
"60265",0,0,0,0,0,0,0,0,0,0,0,1,0
"60268",0,0,0,0,1,0,0,0,1,0,1,0,0
"60269",1,0,0,0,0,1,0,0,0,1,1,0,1
"60276",0,0,0,0,0,0,0,0,0,0,0,1,0
"60277",0,0,0,0,0,0,0,0,0,1,0,0,1
"60278",0,0,1,0,1,1,0,0,1,0,1,0,0
"60279",1,1,0,0,0,1,0,0,1,1,1,0,1
"60281",0,0,1,1,1,1,0,0,1,0,0,0,1
"60282",0,0,1,0,1,1,0,1,1,0,0,0,1
"60285",0,0,0,0,0,0,0,0,1,0,1,0,1
"60288",1,0,0,1,0,0,1,0,1,0,0,1,1
"60293",0,1,0,1,0,0,0,1,1,0,0,1,0
"60295",0,1,0,0,1,1,0,0,1,1,1,0,0
"60298",0,0,1,0,1,0,0,0,1,0,1,0,0
"60309",0,1,0,1,0,0,0,0,1,0,1,1,1
"60311",0,0,1,1,0,1,0,0,1,0,1,0,1
"60317",0,0,0,0,1,1,0,0,1,0,1,1,1
"60318",0,0,0,0,0,0,0,0,0,0,1,1,1
"60323",1,1,0,0,0,0,0,0,0,0,0,0,0
"60327",1,0,1,0,0,0,0,0,1,0,0,1,1
"60330",0,0,0,1,0,0,0,0,0,0,0,1,1
"60331",0,0,1,0,0,1,0,0,1,0,1,1,1
"60333",0,1,1,0,0,0,0,0,1,0,1,0,0
"60339",0,1,0,0,0,1,0,0,1,0,0,0,1
"60341",0,1,0,0,0,1,0,0,1,0,0,1,1
"60343",0,0,1,0,1,1,0,0,1,0,1,0,1
"60344",1,1,0,0,0,0,0,0,1,0,0,1,0
"60345",1,0,0,1,1,0,0,0,0,0,0,1,0
"60346",0,0,0,1,1,1,0,1,1,0,0,1,1
"60349",0,0,1,0,0,0,0,0,0,0,0,1,1
"60355",0,1,0,0,0,0,0,0,0,0,1,0,1
"60359",0,0,0,0,0,0,0,0,0,0,1,1,1
"60364",0,1,0,0,1,1,1,0,0,0,1,0,0
"60365",0,1,1,1,0,1,1,1,1,0,0,0,1
"60366",0,1,1,0,1,0,0,0,1,0,0,1,0
"60371",0,1,1,0,0,1,1,0,1,0,1,0,0
"60372",0,1,1,0,0,1,0,0,1,1,1,0,1
"60377",0,0,1,0,0,0,0,0,1,0,1,0,0
"60381",1,1,1,0,0,1,1,0,1,1,1,0,0
"60382",0,1,0,0,0,0,0,1,1,0,1,0,0
"60384",0,0,0,0,0,1,0,0,1,0,0,1,0
"60388",1,0,0,0,0,0,0,0,1,0,1,1,1
"60389",1,1,0,1,0,0,0,0,1,0,1,1,1
"60390",1,1,1,1,1,1,1,0,1,0,1,0,1
"60393",0,0,0,0,1,1,0,0,1,0,1,0,0
"60394",1,1,0,0,0,1,1,0,1,1,1,1,1
"60395",1,1,0,0,1,0,0,0,0,0,0,1,0
"60397",0,1,0,0,0,1,0,0,1,1,1,0,1
"60399",0,1,0,0,0,0,0,0,1,0,1,0,1
"60406",0,1,1,0,1,0,1,0,0,1,1,1,1
"60409",0,0,0,0,0,0,0,0,0,0,0,1,0
"60414",0,1,0,1,0,0,0,0,0,0,0,1,0
"60422",0,1,0,1,0,0,0,0,0,0,0,1,0
"60426",0,1,0,1,0,0,0,1,1,0,0,1,1
"60431",0,0,0,1,0,1,0,0,0,0,0,1,1
"60432",1,1,0,1,1,0,1,0,0,0,0,1,1
"60434",0,0,0,1,1,0,0,0,0,0,0,1,1
"60436",0,0,0,0,0,0,0,0,0,0,0,1,1
"60443",0,1,1,0,1,1,0,0,1,0,1,1,1
"60449",0,1,0,0,0,0,0,0,0,0,1,1,1
"60451",1,1,1,0,0,1,0,1,1,1,1,1,0
"60452",1,0,1,0,0,1,0,0,1,1,1,0,1
"60455",0,0,0,0,0,0,0,0,0,0,0,1,0
"60458",0,0,0,0,0,0,0,0,1,0,1,1,0
"60460",0,0,0,0,0,1,0,0,0,0,1,0,1
"60461",0,1,0,1,0,0,0,0,1,0,0,1,0
"60462",0,1,0,0,0,0,0,0,0,0,1,0,0
"60466",0,1,1,1,1,1,1,0,1,0,1,0,1
"60480",0,1,1,0,0,1,0,1,1,1,1,0,1
"60489",0,1,0,0,0,0,0,0,0,1,1,0,0
"60491",0,0,0,0,0,0,0,0,0,0,1,1,1
"60494",0,1,0,0,0,1,0,0,1,1,1,0,1
"60496",1,1,0,0,0,0,0,1,1,0,0,1,1
"60499",0,0,0,0,0,0,0,0,1,0,0,1,1
"60501",0,1,0,0,0,0,0,0,0,0,1,1,0
"60506",0,1,1,1,0,1,0,0,1,0,1,0,1
"60510",0,1,1,0,1,1,0,0,0,0,1,0,0
"60517",0,1,0,1,0,0,0,0,1,0,0,1,1
"60519",0,1,0,1,0,1,0,0,1,0,0,0,0
"60520",1,0,0,1,0,0,0,0,0,0,1,1,0
"60521",0,1,1,0,0,0,0,0,0,1,1,0,0
"60522",0,1,0,0,0,0,0,0,0,0,1,1,1
"60523",0,1,1,1,0,1,0,1,1,0,1,0,0
"60524",1,0,1,0,1,1,1,0,1,1,1,0,0
"60526",0,1,1,1,1,1,0,0,1,1,1,0,0
"60528",0,1,0,0,0,0,0,0,1,1,1,0,0
"60532",0,1,1,0,0,1,0,0,0,1,1,0,0
"60534",1,0,0,0,0,0,0,0,1,0,0,0,0
"60539",0,1,0,0,1,1,0,0,1,1,1,0,0
"60540",1,1,0,0,0,1,0,1,1,0,0,1,1
"60541",0,1,0,0,0,1,0,0,0,0,1,0,1
"60543",1,1,1,1,0,0,1,0,1,0,0,0,0
"60545",0,1,0,0,0,0,0,0,0,1,0,1,1
"60551",1,1,0,0,0,0,0,0,0,1,1,0,0
"60553",1,1,1,1,0,1,1,1,0,0,0,1,1
"60555",0,0,0,0,0,1,0,0,1,0,0,0,1
"60557",0,0,0,0,0,0,0,0,0,0,1,1,1
"60561",0,1,0,0,0,0,1,0,1,0,1,0,1
"60564",1,0,0,1,0,1,1,0,0,0,1,1,1
"60569",0,0,1,0,0,1,0,0,1,1,1,0,1
"60570",0,1,1,0,1,1,0,0,1,1,1,0,1
"60572",1,1,1,0,1,1,0,0,1,1,1,0,0
"60575",0,1,0,0,0,0,0,0,0,0,0,1,0
"60577",0,1,0,0,0,0,0,0,0,0,1,1,1
"60581",1,1,0,0,0,0,0,0,1,1,1,0,1
"60583",0,0,0,1,0,0,0,0,0,0,0,1,0
"60584",1,1,0,1,0,0,1,0,0,0,1,0,0
"60585",0,0,0,0,0,0,0,1,1,0,1,1,1
"60587",0,1,1,0,0,0,1,1,1,1,1,0,1
"60588",0,0,0,0,0,0,0,0,1,0,0,1,0
"60589",1,1,1,0,1,1,1,0,1,1,1,0,0
"60591",0,0,0,0,0,0,0,0,0,0,0,1,0
"60601",0,0,0,0,0,1,0,0,0,0,1,0,1
"60604",0,1,0,1,0,0,0,0,0,0,1,0,1
"60605",0,0,0,0,1,1,0,0,1,0,1,0,1
"60606",0,0,0,0,1,1,0,0,1,0,1,0,0
"60609",0,0,1,0,0,0,0,0,0,0,1,1,0
"60610",1,1,0,0,0,0,0,0,1,0,0,1,0
"60612",0,1,0,0,0,0,0,0,1,0,0,1,0
"60615",0,0,0,1,0,1,0,1,1,0,1,0,1
"60619",1,0,0,0,0,1,0,0,1,0,1,0,1
"60622",0,1,0,0,0,1,0,0,1,0,0,0,1
"60624",0,1,0,0,0,1,0,0,0,0,0,1,0
"60625",0,1,0,0,1,0,1,0,1,0,0,1,0
"60628",1,1,1,0,0,1,0,0,1,0,1,0,1
"60630",0,0,1,0,0,1,0,0,1,0,1,0,1
"60633",0,0,0,0,0,0,0,0,0,0,1,0,0
"60634",0,0,0,0,0,1,0,0,1,0,1,0,1
"60639",1,1,1,0,0,1,0,0,1,0,0,1,0
"60640",0,0,0,0,0,0,0,0,0,1,1,0,1
"60642",1,1,1,1,0,1,0,0,1,1,1,0,1
"60643",1,1,0,1,1,1,0,1,1,0,1,0,0
"60645",0,1,0,0,0,1,1,1,1,0,0,0,0
"60646",0,1,1,0,0,1,1,0,1,0,1,0,1
"60647",1,1,1,1,1,1,1,0,1,1,1,0,1
"60648",1,0,0,0,1,0,1,0,1,0,1,0,0
"60649",1,0,0,0,0,1,0,0,1,0,1,0,0
"60652",0,0,0,0,0,0,0,0,0,0,0,1,1
"60653",0,1,0,0,0,0,0,0,1,0,1,1,1
"60654",0,0,1,0,0,0,0,0,1,0,1,0,1
"60656",0,0,1,0,0,1,0,0,1,0,1,0,0
"60658",0,1,1,0,0,1,0,0,1,1,1,0,1
"60661",0,1,0,0,0,1,0,0,1,0,1,0,0
"60663",1,1,1,0,0,0,0,0,1,0,1,0,0
"60664",0,0,0,0,0,0,0,0,0,0,0,1,0
"60665",0,1,1,1,0,0,0,0,1,1,1,0,0
"60666",0,0,1,0,1,1,0,0,1,1,1,0,1
"60668",1,0,1,0,1,1,0,0,1,1,1,0,1
"60670",0,1,0,0,0,0,0,0,0,0,0,0,0
"60671",0,0,0,0,0,0,0,0,1,0,1,1,0
"60675",1,1,0,0,0,0,0,1,1,0,1,0,1
"60676",0,0,1,0,0,0,0,0,0,1,1,0,0
"60681",0,0,0,0,0,0,0,0,0,0,0,0,0
"60684",1,1,0,1,0,1,0,0,1,1,0,0,0
"60687",0,0,0,1,0,1,0,0,1,1,1,0,0
"60688",0,0,1,0,0,1,0,0,1,1,1,0,1
"60692",0,1,0,0,0,0,0,0,0,0,1,1,1
"60697",0,0,0,1,0,0,0,0,0,0,0,1,1
"60699",1,0,1,0,0,1,1,0,1,0,0,0,0
"60701",0,0,0,0,0,1,0,0,1,1,1,0,0
"60704",1,1,0,0,1,0,1,0,1,1,1,1,1
"60707",0,1,1,0,0,1,1,0,1,0,0,0,0
"60708",0,1,1,1,1,0,0,0,0,0,0,1,0
"60713",0,0,1,1,1,1,0,0,1,0,1,0,1
"60716",0,1,0,0,0,0,0,0,0,1,0,0,1
"60717",1,1,1,1,1,0,1,1,0,0,1,0,0
"60720",0,1,0,1,0,0,0,0,0,0,0,1,0
"60724",1,0,1,1,0,1,0,0,1,1,1,0,1
"60725",0,1,0,0,1,0,0,0,0,0,1,1,1
"60726",0,1,0,1,0,0,0,0,1,0,1,1,1
"60728",0,0,0,0,0,0,0,0,0,0,0,1,0
"60736",0,0,0,0,0,0,0,0,0,0,1,0,1
"60737",0,0,0,0,0,1,0,0,0,0,1,1,1
"60739",1,1,1,0,0,1,0,0,1,0,0,0,0
"60743",0,0,1,1,0,1,0,0,1,0,0,0,0
"60754",0,0,1,0,0,1,1,0,1,0,1,0,0
"60755",1,0,0,1,0,0,0,1,1,0,1,0,1
"60760",0,0,0,1,0,0,0,0,0,0,0,1,1
"60761",0,0,0,0,0,0,0,0,1,0,1,0,1
"60762",0,1,1,0,1,1,0,0,1,0,1,0,0
"60764",0,0,1,0,0,0,0,0,0,0,0,1,0
"60767",1,1,0,0,0,0,1,0,1,0,1,0,0
"60768",0,1,0,0,1,1,0,0,0,0,1,0,1
"60769",0,0,0,0,0,0,0,0,0,1,1,0,0
"60770",0,0,1,0,1,1,0,0,1,1,1,0,1
"60772",0,1,1,1,0,1,0,0,1,0,1,0,1
"60773",1,1,1,0,1,1,1,0,1,0,1,0,0
"60774",0,0,0,0,1,1,0,0,1,1,1,0,1
"60776",0,0,0,0,0,0,1,0,1,0,1,0,1
"60778",0,0,0,0,0,1,0,0,0,1,0,1,1
"60779",0,0,0,0,0,0,0,0,0,0,0,1,1
"60782",1,1,0,0,0,0,1,0,0,0,0,1,0
"60783",0,0,1,1,1,1,0,0,1,1,0,0,0
"60789",1,1,1,0,0,1,0,0,1,0,0,1,1
"60792",0,0,0,0,1,0,1,0,1,0,1,0,0
"60794",0,1,1,0,1,1,0,0,1,1,1,0,0
"60797",0,0,1,0,1,1,0,0,1,0,1,0,0
"60800",0,0,1,1,1,1,0,0,1,0,1,0,1
"60804",0,1,0,1,0,0,0,0,1,0,1,0,1
"60805",1,1,1,0,0,1,0,0,1,1,1,0,1
"60806",0,1,0,0,0,1,0,0,1,0,1,1,0
"60807",0,0,0,0,0,0,0,0,1,0,1,1,1
"60808",0,1,0,0,0,0,0,0,0,0,0,0,0
"60809",0,0,1,0,0,1,0,0,1,0,1,0,1
"60813",0,1,0,0,1,1,1,0,1,0,1,0,0
"60814",0,0,0,0,1,0,0,0,0,0,1,1,0
"60816",0,1,0,0,0,0,0,0,1,0,0,1,0
"60817",0,0,0,0,0,0,0,0,0,1,1,0,1
"60822",1,1,1,0,1,1,0,0,1,0,1,0,0
"60823",1,1,0,0,0,1,0,0,1,1,1,0,0
"60826",1,0,0,0,0,0,0,0,1,0,0,1,0
"60831",0,1,0,0,1,1,0,0,1,0,0,1,0
"60833",0,0,1,0,0,0,0,0,0,1,1,0,0
"60836",0,0,0,0,0,0,0,0,0,0,1,0,0
"60837",0,1,0,0,0,1,0,0,0,0,0,1,0
"60838",1,1,1,1,0,1,1,0,1,1,1,0,0
"60842",1,1,0,0,0,0,0,0,0,0,1,1,0
"60843",0,0,1,0,0,0,0,0,0,0,1,1,1
"60844",0,0,1,0,0,1,0,0,1,0,1,0,0
"60845",0,0,1,1,0,0,0,0,1,0,0,1,0
"60847",0,1,0,0,0,1,0,0,0,0,1,0,1
"60848",1,1,0,1,1,0,0,1,1,0,0,1,1
"60849",0,1,1,1,0,0,0,0,0,1,1,1,1
"60850",0,0,0,0,0,0,0,0,0,0,0,1,0
"60852",1,0,0,0,0,0,0,0,0,0,0,1,0
"60853",0,1,1,0,0,1,0,0,1,1,1,0,0
"60855",0,1,0,0,0,1,0,1,1,0,0,1,0
"60857",0,1,0,1,0,0,0,0,0,0,0,1,1
"60858",1,1,1,0,0,0,1,1,1,1,1,0,1
"60859",0,0,0,0,0,1,0,0,0,0,1,0,1
"60868",0,0,0,0,1,0,0,0,1,0,0,1,1
"60871",0,1,0,1,0,1,0,0,1,1,1,0,0
"60873",0,1,0,0,0,0,0,0,0,0,1,1,0
"60878",0,0,1,0,0,1,0,0,1,1,1,0,1
"60879",0,0,0,0,0,0,0,0,0,0,0,1,0
"60880",0,0,0,0,0,0,0,0,0,0,0,1,0
"60885",0,1,0,0,0,0,0,0,0,0,0,1,0
"60888",1,0,1,0,1,1,0,0,1,1,1,0,0
"60890",0,1,0,0,0,0,0,0,0,0,1,0,1
"60894",1,0,0,0,0,0,0,0,1,0,0,1,1
"60896",0,1,0,0,0,0,0,1,1,0,0,1,0
"60898",0,0,0,1,0,0,0,0,0,0,0,1,1
"60899",1,1,1,0,0,1,1,0,1,0,0,0,1
"60901",0,0,0,0,0,1,0,0,0,0,0,1,1
"60902",1,1,0,0,1,0,0,0,0,0,1,0,0
"60903",0,1,0,0,0,1,0,0,1,1,1,0,0
"60904",1,1,1,0,0,1,0,0,1,1,1,0,1
"60905",0,1,0,0,0,1,1,0,1,0,1,0,0
"60906",0,0,0,1,0,0,0,0,1,0,0,1,1
"60909",0,1,1,0,0,1,0,0,1,1,0,0,0
"60911",0,0,1,0,0,1,0,0,1,0,1,0,0
"60912",1,1,1,0,1,1,0,0,1,1,1,0,1
"60914",0,1,0,0,0,0,0,0,0,0,0,1,1
"60920",0,0,1,0,0,0,0,0,0,0,1,0,0
"60922",1,0,0,0,0,1,0,0,1,0,0,0,0
"60923",1,1,1,0,0,0,0,0,0,1,1,0,0
"60924",0,1,0,1,1,0,0,0,1,0,0,1,1
"60925",0,1,0,0,0,0,0,1,1,0,1,1,0
"60926",0,0,0,0,0,0,0,0,0,0,1,0,0
"60929",1,1,1,0,0,1,1,0,1,1,1,0,1
"60932",0,0,0,0,1,1,0,0,1,0,1,0,0
"60934",0,1,0,1,0,0,0,0,0,0,0,1,0
"60937",0,1,0,0,0,1,0,0,1,0,0,1,0
"60938",0,0,0,0,0,0,0,0,1,0,0,1,1
"60939",1,0,1,0,1,1,1,0,0,0,1,0,1
"60940",0,1,1,0,0,1,1,0,1,0,0,0,0
"60942",1,1,0,1,0,0,0,0,1,0,0,1,1
"60947",0,0,0,0,0,0,0,0,0,0,1,0,1
"60948",0,1,0,0,1,1,0,0,1,0,0,0,0
"60951",0,0,0,0,0,1,0,0,1,0,0,0,0
"60953",1,0,0,0,0,1,0,0,1,0,1,0,1
"60955",0,1,0,0,0,0,0,0,0,0,1,0,1
"60956",0,1,0,0,1,0,0,0,0,0,0,0,1
"60963",0,0,1,0,0,1,0,0,0,0,1,1,1
"60969",0,1,1,0,1,1,0,0,1,1,1,0,1
"60970",1,1,0,0,0,0,0,0,0,0,0,1,0
"60972",0,0,0,0,0,0,0,0,1,0,0,1,1
"60975",0,0,0,0,0,0,0,0,0,0,1,0,0
"60976",1,0,0,0,0,0,0,0,0,0,0,1,0
"60977",1,1,1,0,0,0,0,0,1,0,1,0,1
"60978",1,1,0,0,0,0,0,0,0,0,1,1,1
"60984",0,0,0,1,0,0,0,0,0,0,0,1,1
"60985",0,1,0,0,0,1,0,0,0,0,1,0,1
"60986",0,1,0,0,0,1,0,0,1,0,1,0,0
"60988",0,1,1,0,0,0,0,1,1,0,1,0,1
"60990",0,0,1,1,0,1,0,0,1,1,1,0,0
"60992",0,1,1,0,1,1,0,0,1,1,1,0,1
"60994",1,1,0,0,0,0,0,0,0,1,1,0,0
"60998",0,0,0,0,0,0,0,0,0,0,0,1,0
"61001",0,0,0,0,0,1,0,0,1,0,1,0,0
"61006",0,0,0,0,0,0,1,1,1,0,0,0,0
"61007",0,0,1,0,1,1,0,0,1,0,1,0,1
"61009",0,1,0,1,0,0,0,1,1,0,0,1,1
"61010",0,0,0,0,0,1,0,0,0,0,1,0,0
"61011",0,0,0,0,1,1,0,0,1,1,1,0,0
"61012",0,1,0,0,0,0,0,0,0,0,1,0,1
"61015",0,0,0,0,0,0,0,0,1,0,0,0,1
"61018",0,0,1,1,0,1,0,0,1,1,1,0,1
"61024",0,1,0,0,0,1,0,1,1,0,0,0,1
"61026",0,0,1,1,0,1,1,1,1,1,1,0,1
"61027",1,1,0,1,0,0,1,1,1,0,0,1,1
"61030",1,1,1,0,0,1,1,0,1,1,1,0,0
"61033",0,0,0,0,0,0,0,0,0,0,1,1,1
"61034",0,0,0,1,0,0,0,0,0,0,0,1,0
"61038",0,0,0,1,0,1,0,0,1,0,0,0,0
"61041",1,1,0,0,0,1,0,1,0,0,0,1,1
"61043",0,1,1,0,0,1,0,0,1,0,1,0,0
"61049",1,0,1,0,0,1,1,0,1,0,1,0,0
"61050",0,0,0,0,0,0,0,0,0,0,0,1,1
"61051",0,0,0,0,0,0,0,0,1,0,0,1,1
"61052",1,1,1,0,1,1,1,0,1,0,1,1,0
"61054",0,0,0,1,0,1,0,0,1,0,1,0,0
"61056",0,1,1,0,1,1,0,0,1,0,1,0,1
"61057",0,1,0,1,0,0,0,0,0,0,0,1,1
"61061",0,1,0,0,1,1,1,0,1,0,1,0,0
"61063",1,1,1,0,1,1,0,0,1,0,1,0,0
"61066",0,0,0,0,0,0,0,0,1,0,1,0,0
"61067",0,0,1,0,0,1,0,0,1,1,1,0,1
"61068",0,1,1,1,1,1,0,0,0,0,1,0,0
